rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
ENDOSOMAL TRANSPORT%GOBP%GO:0016197	ENDOSOMAL TRANSPORT	5.43131477897945e-07	0.000115168561108814	-1	ABCA1,ADRB2,AKTIP,ANKFY1,ANKRD27,ANKRD50,ANXA8,AP1AR,AP1G1,AP1M1,AP2A1,AP3D1,AP4M1,ARFRP1,ARL1,ARL4C,BECN1,BET1L,BLOC1S1,BLOC1S3,CCDC132,CD63,CHMP2A,CHMP2B,CHMP4A,CHMP4B,CHMP4C,CHMP5,CHMP6,CHMP7,CLTCL1,CLTC,COMMD1,CORO7,DCLK1,DCTN1,DENND2A,DENND3,DENND5A,DOPEY1,DOPEY2,DPY30,EEA1,EHD1,EHD2,EHD3,EHD4,EMP2,EPS15,ERC1,EVI5,FAM109A,FAM109B,FAM160A2,FAM21A,FAM21C,GBF1,GCC2,GOSR1,GPRASP1,HGS,HMGXB4,HOOK1,HOOK2,HOOK3,KIAA1033,KIF13A,KIF16B,KLHL20,LMAN1,LMTK2,LYST,M6PR,MGRN1,MICALL1,MICALL2,MON2,MTM1,MYO1D,PICALM,PIK3C3,PIK3R4,PIKFYVE,RAB10,RAB11A,RAB11B,RAB11FIP3,RAB12,RAB13,RAB14,RAB17,RAB32,RAB35,RAB38,RAB5A,RAB5B,RAB5C,RAB6A,RAB6B,RAB6C,RAB7A,RAB9A,RASSF9,RGP1,RHOBTB3,RHOB,RILP,RNF126,RPS27A,SCYL2,SDCCAG3,SGSM2,SGSM3,SNAPIN,SNF8,SNX16,SNX17,SNX18,SNX1,SNX27,SNX2,SNX33,SNX4,SNX5,SNX6,SNX8,SNX9,SORT1,SPAG9,SQSTM1,STAM2,STAM,STX10,STX16,STX5,STX6,STX8,SURF4,SYS1-DBNDD2,SYS1,TBC1D10A,TBC1D10B,TBC1D10C,TBC1D14,TBC1D17,TBC1D5,TGFBRAP1,TGOLN2,TINAGL1,TMED9,TOM1,TRAK1,TRAPPC10,TRIM27,TSG101,UBA52,UBB,UBC,UBE2O,USP6NL,VAMP3,VAMP7,VPS11,VPS13A,VPS16,VPS18,VPS25,VPS26A,VPS26B,VPS28,VPS29,VPS33A,VPS33B,VPS35,VPS36,VPS37A,VPS37B,VPS37C,VPS37D,VPS39,VPS41,VPS4A,VPS4B,VPS52,VPS53,VPS54,VTA1,VTI1A,WIPI1,YKT6,ZFYVE16
REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903522	REGULATION OF BLOOD CIRCULATION	5.87994107719995e-07	0.000119260544022338	1	ACE2,ACE,ADCY6,ADM,ADRA1B,ADRBK1,AGT,AKAP9,ANK2,ASPH,ATP1A1,ATP1A3,ATP1B1,ATP1B2,ATP2A2,ATP2B4,AVPR1A,AVPR2,BDKRB2,BMPR2,CACNA1C,CACNA1D,CACNA1H,CALM1,CALM2,CALM3,CAMK2D,CAV1,CELF2,CHRM3,CLIC2,CPS1,CXADR,CYP2J2,DES,DMD,DMPK,DOCK4,DOCK5,DRD2,DSC2,DSG2,DSP,ECE1,EDN1,EDN2,EPHX2,F2RL1,F2R,FGF12,FKBP1B,FXYD1,GJA1,GJA5,GJC1,GLRX3,GPD1L,GSK3A,GSTM2,GSTO1,HMOX1,HRH1,HSPB7,JUP,KCNE2,KCNH2,KCNIP2,KCNJ12,KCNJ2,KCNMB2,KCNMB4,KCNQ1,MEF2A,NEDD4L,NOS1AP,NOS3,NPR1,OXTR,P2RX4,PDE4B,PDE4D,PER2,PIK3CG,PKP2,PLN,PRKACA,RANGRF,RGS2,RNF207,RYR2,S100A1,SCN1B,SCN2B,SCN3B,SCN4B,SCN5A,SCPEP1,SLC8A1,SLC9A1,SMAD7,SMTNL1,SNTA1,SPTBN4,SRI,STC1,TBX2,TGFB2,TNNT2,TPM1,YWHAE
EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562	EMBRYONIC ORGAN MORPHOGENESIS	7.16832768390289e-07	0.000139334369355862	1	ACVR1,AHI1,ALDH1A3,ATP6V1B1,AXIN1,BBS4,BBS5,BBS7,CCDC103,CCDC40,CEP290,CHD7,CLIC5,CRB2,CTNNB1,DLL1,DSCAML1,EFEMP1,EIF4A3,ENG,EPHB2,FBN1,FBN2,FGFR2,FOLR1,FOXF1,FUZ,GATA4,GSC,HAND2,HES1,HOXA1,HOXD3,HPN,ID2,IRX5,KDM2B,LHX1,MEF2C,MEGF8,MESP1,MFAP2,MICAL2,MKKS,MTHFD1L,MTHFD1,NDRG4,NIPBL,NOG,NOTCH1,NPHP3,OSR1,OSR2,PAX2,PAX8,PDGFRA,PHACTR4,PKD2,RARG,RBP4,RYR2,SALL1,SETDB2,SIX1,SIX2,SMO,SOD1,SOX11,SOX17,SOX18,SOX9,SRF,STIL,STRA6,STRC,TBX2,TCF21,TFAP2A,TGFBR1,TGFBR2,TWIST1,VANGL2,WNT5A,ZIC1
INNER EAR MORPHOGENESIS%GOBP%GO:0042472	INNER EAR MORPHOGENESIS	9.2758571361994e-07	0.000173087494161481	1	ATP6V1B1,CEP290,CHD7,CLIC5,EPHB2,FGFR2,HOXA1,HPN,PAX2,PAX8,SIX1,SOD1,SOX9,STRC,TFAP2A,ZIC1
DIGESTION%GOBP%GO:0007586	DIGESTION	1.09496774591153e-06	0.000196462482102972	1	ACE2,ACE,ADRA2A,AKR1C1,AKR1C2,AMY1A,AMY2B,AQP1,AQP5,CD36,COPA,CTSE,CYP39A1,ENPEP,F11R,HRH2,HTR3A,KCNQ1,LDLR,LMF1,MUC4,MUC6,NMU,NOD2,PBLD,PRSS1,RBP4,SERPINA3,SLC15A1,SLC26A6,SLC46A1,SOX9,SST,STRAP,TJP2,TLR4,TLR9,VIPR1
GPCR LIGAND BINDING%REACTOME DATABASE ID RELEASE 55%500792	GPCR LIGAND BINDING	1.16667727820072e-06	0.000201575907511347	1	ADM2,ADM,ADORA1,ADORA2A,ADORA2B,ADORA3,ADRA1B,ADRA2A,ADRA2C,ADRB2,AGT,ANXA1,APLNR,APLN,APP,AVPR1A,AVPR2,BDKRB2,C3AR1,C3,C5AR1,C5,CALCRL,CCL11,CCL19,CCL20,CCL21,CCL22,CCL25,CCL28,CCL2,CCL3L1,CCL3,CCL4,CCL5,CCL7,CCR10,CCR1,CCR2,CCR5,CCR6,CCR7,CCRL2,CD55,CHRM3,CNR1,CX3CL1,CX3CR1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL1,CXCL2,CXCL3,CXCL5,CXCL6,CXCL9,CXCR3,CXCR4,CXCR6,CYSLTR1,DRD2,DRD4,EDN1,EDN2,EDNRA,EDNRB,F2RL1,F2RL3,F2R,FPR1,FPR2,FPR3,FZD10,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GABBR1,GABBR2,GAL,GNAS,GNB1,GNB2,GNB4,GNB5,GNG10,GNG11,GNG12,GNG2,GNG4,GNG5,GNG7,GNGT2,GPBAR1,GPR132,GPR37L1,GPR37,GPR39,GPR4,GPR65,GPR68,GRM4,HEBP1,HRH1,HRH2,HTR2B,LPAR1,LPAR2,LPAR3,LPAR5,LPAR6,LTB4R2,LTB4R,MC1R,NMB,NMU,NPB,NPFFR1,NPW,NTS,OPN3,OPRL1,OXGR1,OXTR,P2RY10,P2RY11,P2RY13,P2RY1,P2RY2,P2RY6,PDYN,PNOC,PSAP,PTAFR,PTCH1,PTCH2,PTGER1,PTGER2,PTGER3,PTGER4,PTGIR,PTH2R,PTHLH,RAMP1,RAMP2,RAMP3,S1PR1,S1PR2,S1PR3,S1PR4,SAA1,SMO,SST,TACR1,TACR2,TAS1R3,TBXA2R,WNT10A,WNT11,WNT2B,WNT2,WNT4,WNT5A,WNT6,WNT7A,WNT7B,WNT9A,XCL1,XCL2,XK
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	KIDNEY EPITHELIUM DEVELOPMENT	1.34638004612365e-06	0.000208102845065747	1	AHI1,BASP1,BMP2,BMP4,BMP7,CD34,CTNNBIP1,FGF1,FGF2,FGFR2,FOXJ1,GATA3,GPC3,IQGAP1,JAG1,KLF15,KLHL3,LHX1,MAGI2,MEF2C,MTSS1,MYC,MYO1E,NPNT,OSR1,PAX2,PAX8,PKD1,PKD2,PODXL,PROM1,PTPRO,ROBO2,SALL1,SIX1,SIX2,SLIT2,SMO,SOX9,TCF21,WNT11,WNT7B,WT1
PHASE 1 - FUNCTIONALIZATION OF COMPOUNDS%REACTOME DATABASE ID RELEASE 55%211945	PHASE 1 - FUNCTIONALIZATION OF COMPOUNDS	1.36248806944455e-06	0.000208102845065747	1	AADAC,ACSS1,ACSS2,ADH1B,ADH5,ALDH1A1,ALDH1B1,ALDH2,ALDH3A1,AOC3,BPHL,CES1,CES2,CMBL,CYP11A1,CYP17A1,CYP1B1,CYP21A2,CYP26B1,CYP27A1,CYP27B1,CYP2E1,CYP2J2,CYP2R1,CYP2S1,CYP2U1,CYP39A1,CYP4B1,CYP4F11,CYP4F3,CYP4V2,CYP51A1,CYP7B1,EPHX1,FDX1L,FDX1,FDXR,FMO1,FMO2,FMO3,MAOA,MAOB,NCOA1,NCOA2,PAOX,PTGIS,PTGS1,RXRA,TBXAS1
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	UROGENITAL SYSTEM DEVELOPMENT	1.36766816624354e-06	0.000208102845065747	1	ACE,ACTA2,AGT,AHI1,ALOX15B,AMH,ANGPT1,ANGPT2,ARL3,AR,BASP1,BMP2,BMP4,BMP7,C1GALT1,CD34,CENPF,CEP290,COL4A1,COL4A4,CRIP1,CTNNBIP1,CTSH,DACT2,DLL1,EGR1,ENPEP,EPHB2,EPHB3,FGF1,FGF2,FGFR2,FOXF1,FOXJ1,GATA3,GLI2,GPC3,HAS2,HYAL2,IFT140,IQGAP1,ITGA3,ITGA6,ITGB4,JAG1,KLF15,KLHL3,LHX1,LRP4,LRRK2,MAGI2,MEF2C,MME,MPV17,MTSS1,MYC,MYO1E,NF1,NIPBL,NKX3-1,NPHP3,NPNT,OSR1,OSR2,PAX2,PAX8,PCSK5,PDGFB,PDGFRA,PDGFRB,PKD1,PKD2,PKHD1,PLCE1,PODXL,PRKX,PROM1,PSAP,PTCH1,PTPRO,RBP4,RET,ROBO2,SALL1,SIX1,SIX2,SIX4,SLIT2,SMO,SOX17,SOX4,SOX9,STAT1,STRA6,SULF1,SULF2,TBX18,TCF21,TFAP2A,TGFBR1,VANGL2,VEGFA,WFS1,WNT11,WNT4,WNT7B,WT1,ZBTB16
CELL FATE SPECIFICATION%GOBP%GO:0001708	CELL FATE SPECIFICATION	1.38455496447227e-06	0.000208102845065747	1	APC,DLL1,EYA2,FOXA2,GLI2,GSC,NRP1,PAX2,POU5F1,PPDPF,RBPJ,SIX2,SOX17,SOX2,SOX9
NEPHRON EPITHELIUM MORPHOGENESIS%GOBP%GO:0072088	NEPHRON EPITHELIUM MORPHOGENESIS	1.50442166302353e-06	0.000208102845065747	1	AHI1,BMP2,BMP4,CTNNBIP1,FGF1,FGF2,GATA3,KLHL3,LHX1,MYC,NPNT,OSR1,PAX2,PAX8,PKD1,PKD2,SALL1,SIX1,SIX2,SMO,SOX9,TCF21,WNT11,WT1
NEPHRON MORPHOGENESIS%GOBP%GO:0072028	NEPHRON MORPHOGENESIS	1.50442166302353e-06	0.000208102845065747	1	AHI1,BMP2,BMP4,CTNNBIP1,FGF1,FGF2,GATA3,KLHL3,LHX1,MYC,NPNT,OSR1,PAX2,PAX8,PKD1,PKD2,SALL1,SIX1,SIX2,SMO,SOX9,TCF21,WNT11,WT1
PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION%GOBP%GO:0032446	PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION	1.55304871168037e-06	0.000208102845065747	-1	AAAS,AKTIP,AMFR,ANAPC10,ANAPC11,ANAPC13,ANAPC16,ANAPC1,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANKIB1,ARIH1,ARIH2,ARRB1,ARRB2,ASB9,ATG10,ATG3,ATG7,BACH1,BACH2,BARD1,BCL11A,BCL2,BCOR,BFAR,BIRC2,BIRC3,BIRC5,BIRC6,BLMH,BLM,BMI1,BRAP,BRCA1,BTRC,C18orf25,CAND1,CAND2,CBFB,CBLC,CBLL1,CBL,CBX2,CBX4,CBX8,CCNB1IP1,CCNF,CDC16,CDC23,CDC26,CDC27,CDC34,CDC42,CDC73,CDK5RAP3,CDKN2A,CETN2,CHFR,CNOT4,CRBN,CTR9,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,CUL9,DCAF10,DCAF11,DCAF12,DCAF13,DCAF16,DCAF17,DCAF4,DCAF5,DCAF6,DCAF7,DCAF8,DCUN1D1,DCUN1D2,DCUN1D3,DCUN1D4,DCUN1D5,DDB1,DDB2,DDRGK1,DTL,DTX3L,DZIP3,EID3,ENC1,ERCC8,FANCL,FBXL14,FBXL15,FBXL2,FBXL3,FBXL5,FBXL6,FBXL7,FBXO10,FBXO11,FBXO18,FBXO21,FBXO25,FBXO2,FBXO3,FBXO45,FBXO4,FBXO7,FBXO9,FBXW11,FBXW2,FBXW5,FBXW7,FBXW8,FZR1,GAN,HACE1,HDAC7,HECTD1,HECTD2,HECTD3,HECW2,HERC2,HERC3,HERC4,HERC5,HERC6,HUWE1,IFIH1,IPP,IRAK1,ITCH,KBTBD11,KBTBD12,KBTBD2,KBTBD3,KBTBD6,KBTBD7,KBTBD8,KCTD10,KCTD13,KDM2B,KEAP1,KLHDC7B,KLHDC8A,KLHL12,KLHL13,KLHL14,KLHL15,KLHL18,KLHL20,KLHL21,KLHL22,KLHL23,KLHL24,KLHL25,KLHL26,KLHL28,KLHL29,KLHL2,KLHL30,KLHL31,KLHL32,KLHL3,KLHL4,KLHL5,KLHL7,KLHL8,KLHL9,LEO1,LMO7,LNPEP,LRSAM1,MALT1,MARCH1,MARCH2,MARCH5,MARCH6,MARCH8,MDC1,MDM2,MGRN1,MKRN1,MOCS3,MSL2,MUL1,MYLIP,NAE1,NAIP,NDNL2,NEDD4L,NEDD4,NEDD8,NFATC2IP,NFE2L2,NHLRC1,NLRC4,NPEPPS,NSMCE1,NSMCE2,NSMCE4A,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP43,NUP50,NUP54,NUP62,NUP85,NUP88,NUP93,NUP98,NUPL1,NUPL2,OS9,PAF1,PARK2,PARP1,PAX6,PCGF1,PCGF2,PCNP,PDZRN3,PEX12,PHC1,PHC2,PHC3,PIAS1,PIAS2,PIAS3,PIAS4,PINK1,PJA2,PLK1,PML,POM121,PPIL2,PRKCQ,PRPF19,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RAD18,RAD21,RAD52,RAE1,RAG1,RANBP2,RBBP6,RBCK1,RBX1,RC3H1,RC3H2,RCHY1,RFFL,RFWD3,RING1,RLIM,RNF103,RNF10,RNF111,RNF114,RNF115,RNF11,RNF121,RNF122,RNF125,RNF126,RNF135,RNF138,RNF139,RNF13,RNF141,RNF144A,RNF144B,RNF145,RNF146,RNF14,RNF152,RNF165,RNF166,RNF167,RNF168,RNF180,RNF181,RNF182,RNF185,RNF187,RNF19A,RNF19B,RNF208,RNF20,RNF213,RNF216,RNF217,RNF220,RNF24,RNF25,RNF2,RNF31,RNF34,RNF38,RNF40,RNF41,RNF43,RNF4,RNF5,RNF6,RNF7,RNF8,RPA1,RPS27A,RUSC1,RYBP,SAE1,SASH1,SCMH1,SEH1L,SENP1,SENP2,SENP5,SHARPIN,SHPRH,SIAH1,SIAH2,SIAH3,SIRT1,SKP1,SMC1A,SMC3,SMC5,SMC6,SMURF1,SMURF2,SP100,STAG1,STAG2,STUB1,SUMO1,SUMO2,SUMO3,SYVN1,TCEB1,TDG,TMEM129,TMEM189,TNFAIP1,TNFAIP3,TNKS2,TNKS,TOPORS,TPP2,TPR,TRAF2,TRAF6,TRAF7,TRIM13,TRIM17,TRIM21,TRIM23,TRIM24,TRIM25,TRIM27,TRIM28,TRIM32,TRIM33,TRIM37,TRIM56,TRIM5,TRIM68,TRIP12,TRPC4AP,TRPM4,TSPAN17,TTC3,UBA2,UBA3,UBA52,UBA5,UBA6,UBB,UBC,UBD,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2D4,UBE2E1,UBE2E2,UBE2E3,UBE2F,UBE2G1,UBE2G2,UBE2H,UBE2I,UBE2J2,UBE2K,UBE2L3,UBE2M,UBE2N,UBE2O,UBE2Q2,UBE2R2,UBE2S,UBE2T,UBE2V1,UBE2V2,UBE2W,UBE3A,UBE3B,UBE3C,UBE4B,UBOX5,UBR2,UBR4,UBR5,UFC1,UFM1,UHRF1,UHRF2,USP22,VCPIP1,VCP,VHL,WAC,WRN,WWP1,WWP2,XIAP,XPC,XRCC4,ZER1,ZFP91,ZNF738,ZNRF1,ZNRF3,ZYG11A,ZYG11B
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	REGULATION OF MEMBRANE POTENTIAL	1.5613289554772e-06	0.000208102845065747	1	ABL1,AKAP6,AKAP7,AKAP9,ANK2,ANK3,ARL6IP5,ATP1A1,ATP1B1,ATP1B2,ATP1B3,ATP2A2,ATPIF1,BAD,BAK1,BAX,BCL2L1,BCL2,BNIP3,C22orf29,CACNA1A,CACNA1B,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1G,CACNA1H,CACNB3,CACNG4,CATSPER2,CAV1,CDKN2A,CFTR,CHRNA1,CHRNB1,CLN3,CNGB1,CNTNAP1,DLG1,DMD,DRD4,EHD3,FGF12,FXYD1,GJA1,GJC1,GLRX,GNA11,GNAQ,GPD1L,GRIK3,HCN2,HCN3,HEBP2,KCND2,KCNE2,KCNE3,KCNH2,KCNH3,KCNH8,KCNIP2,KCNJ11,KCNJ2,KCNK13,KCNK15,KCNK1,KCNK2,KCNK3,KCNK5,KCNK6,KCNK9,KCNMA1,KCNMB2,KCNMB3,KCNMB4,KCNN4,KCNQ1,KIF5B,LRRK2,MAPK8IP2,MEF2C,MYH14,NALCN,NDUFS1,NEDD4L,NEDD4,NLGN3,NOS1AP,P2RX4,P2RX7,PARK7,PID1,PINK1,PKP2,PLN,PMAIP1,PRDX3,PRELID1,PXK,PYCR1,RAB3GAP1,RANGRF,RIMS2,RIMS3,RIMS4,RNF207,RYR2,SCN1B,SCN2B,SCN3B,SCN4B,SCN5A,SCN8A,SCN9A,SLC25A33,SLC25A36,SLC26A11,SLC26A1,SLC26A2,SLC26A6,SLC26A7,SLC26A9,SLC8A1,SLC9A1,SNTA1,SOD1,SPG20,SRI,STOML2,STOX1,TPCN1,TPCN2,UBB,VCP,WWP2,YWHAE,YWHAH
PROTEIN UBIQUITINATION%GOBP%GO:0016567	PROTEIN UBIQUITINATION	1.66015400899741e-06	0.000215128290332581	-1	AKTIP,AMFR,ANAPC10,ANAPC11,ANAPC13,ANAPC16,ANAPC1,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ANKIB1,ARIH1,ARIH2,ARRB1,ARRB2,ASB9,ATG3,ATG7,BACH1,BACH2,BARD1,BCL2,BCOR,BFAR,BIRC2,BIRC3,BIRC5,BIRC6,BLMH,BRAP,BRCA1,BTRC,C18orf25,CAND1,CAND2,CBFB,CBLC,CBLL1,CBL,CCNB1IP1,CCNF,CDC16,CDC23,CDC26,CDC27,CDC34,CDC42,CDC73,CDKN2A,CHFR,CNOT4,CRBN,CTR9,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,CUL9,DCAF10,DCAF11,DCAF12,DCAF13,DCAF16,DCAF17,DCAF4,DCAF5,DCAF6,DCAF7,DCAF8,DDB1,DDB2,DTL,DTX3L,DZIP3,ENC1,ERCC8,FANCL,FBXL14,FBXL15,FBXL2,FBXL3,FBXL5,FBXL6,FBXL7,FBXO10,FBXO11,FBXO18,FBXO21,FBXO25,FBXO2,FBXO3,FBXO45,FBXO4,FBXO7,FBXO9,FBXW11,FBXW2,FBXW5,FBXW7,FBXW8,FZR1,GAN,HACE1,HECTD1,HECTD2,HECTD3,HECW2,HERC2,HERC3,HERC4,HERC5,HERC6,HUWE1,IPP,IRAK1,ITCH,KBTBD11,KBTBD12,KBTBD2,KBTBD3,KBTBD6,KBTBD7,KBTBD8,KCTD10,KCTD13,KDM2B,KEAP1,KLHDC7B,KLHDC8A,KLHL12,KLHL13,KLHL14,KLHL15,KLHL18,KLHL20,KLHL21,KLHL22,KLHL23,KLHL24,KLHL25,KLHL26,KLHL28,KLHL29,KLHL2,KLHL30,KLHL31,KLHL32,KLHL3,KLHL4,KLHL5,KLHL7,KLHL8,KLHL9,LEO1,LMO7,LNPEP,LRSAM1,MALT1,MARCH1,MARCH2,MARCH5,MARCH6,MARCH8,MDM2,MGRN1,MKRN1,MSL2,MUL1,MYLIP,NAIP,NEDD4L,NEDD4,NFE2L2,NHLRC1,NLRC4,NPEPPS,NSMCE1,OS9,PAF1,PARK2,PAX6,PCGF1,PCNP,PDZRN3,PEX12,PHC1,PINK1,PJA2,PLK1,PPIL2,PRKCQ,PRPF19,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,RAD18,RAG1,RBBP6,RBCK1,RBX1,RC3H1,RC3H2,RCHY1,RFFL,RFWD3,RING1,RLIM,RNF103,RNF10,RNF111,RNF114,RNF115,RNF11,RNF121,RNF122,RNF125,RNF126,RNF135,RNF138,RNF139,RNF13,RNF141,RNF144A,RNF144B,RNF145,RNF146,RNF14,RNF152,RNF165,RNF166,RNF167,RNF168,RNF180,RNF181,RNF182,RNF185,RNF187,RNF19A,RNF19B,RNF208,RNF20,RNF213,RNF216,RNF217,RNF220,RNF24,RNF25,RNF2,RNF31,RNF34,RNF38,RNF40,RNF41,RNF43,RNF4,RNF5,RNF6,RNF7,RNF8,RPS27A,RUSC1,RYBP,SAE1,SASH1,SHARPIN,SHPRH,SIAH1,SIAH2,SIAH3,SIRT1,SKP1,SMURF1,SMURF2,STUB1,SYVN1,TCEB1,TMEM129,TMEM189,TNFAIP1,TNFAIP3,TNKS2,TNKS,TOPORS,TPP2,TRAF2,TRAF6,TRAF7,TRIM13,TRIM17,TRIM21,TRIM23,TRIM24,TRIM25,TRIM27,TRIM28,TRIM32,TRIM33,TRIM37,TRIM56,TRIM5,TRIM68,TRIP12,TRPC4AP,TSPAN17,TTC3,UBA52,UBA6,UBB,UBC,UBD,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2D4,UBE2E1,UBE2E2,UBE2E3,UBE2F,UBE2G1,UBE2G2,UBE2H,UBE2J2,UBE2K,UBE2L3,UBE2M,UBE2N,UBE2O,UBE2Q2,UBE2R2,UBE2S,UBE2T,UBE2V1,UBE2V2,UBE2W,UBE3A,UBE3B,UBE3C,UBE4B,UBOX5,UBR2,UBR4,UBR5,UHRF1,UHRF2,USP22,VCPIP1,VCP,VHL,WAC,WWP1,WWP2,XIAP,ZER1,ZFP91,ZNF738,ZNRF1,ZNRF3,ZYG11A,ZYG11B
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.2	PEPTIDE LIGAND-BINDING RECEPTORS	2.3217304835168e-06	0.000288070870272898	1	AGT,ANXA1,APLNR,APLN,APP,AVPR1A,AVPR2,BDKRB2,C3AR1,C3,C5AR1,C5,CCL11,CCL19,CCL20,CCL21,CCL22,CCL25,CCL28,CCL2,CCL3L1,CCL3,CCL4,CCL5,CCL7,CCR10,CCR1,CCR2,CCR5,CCR6,CCR7,CCRL2,CX3CL1,CX3CR1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL1,CXCL2,CXCL3,CXCL5,CXCL6,CXCL9,CXCR3,CXCR4,CXCR6,EDN1,EDN2,EDNRA,EDNRB,F2RL1,F2RL3,F2R,FPR1,FPR2,FPR3,GAL,GPR37L1,GPR37,HEBP1,MC1R,NMB,NMU,NPB,NPFFR1,NPW,NTS,OPRL1,OXTR,PDYN,PNOC,PSAP,SAA1,SST,TACR1,TACR2,XCL1,XCL2,XK
KIDNEY MORPHOGENESIS%GOBP%GO:0060993	KIDNEY MORPHOGENESIS	2.34655800007934e-06	0.000288070870272898	1	AHI1,BMP2,BMP4,CTNNBIP1,FGF1,FGF2,FOXJ1,GATA3,KLHL3,LHX1,LRRK2,MYC,NPHP3,NPNT,OSR1,PAX2,PAX8,PKD1,PKD2,PRKX,SALL1,SIX1,SIX2,SMO,SOX4,SOX9,TCF21,WNT11,WNT7B,WT1
Neuroactive ligand-receptor interaction%KEGG%hsa04080	Neuroactive ligand-receptor interaction	2.69858975355877e-06	0.000322792851291068	1	ADORA1,ADORA2A,ADORA2B,ADORA3,ADRA1B,ADRA2A,ADRA2B,ADRA2C,ADRB2,APLNR,AVPR1A,AVPR2,BDKRB2,C3AR1,C5AR1,CALCRL,CHRM3,CHRNA1,CHRNA5,CHRNB1,CHRNB4,CHRNE,CNR1,CYSLTR1,DRD2,DRD4,EDNRA,EDNRB,F2RL1,F2RL3,F2R,FPR1,FPR2,FPR3,GABBR1,GABBR2,GABRA3,GABRB2,GABRB3,GABRD,GABRE,GABRP,GHR,GLRB,GPR156,GPR35,GRIA2,GRID1,GRIK3,GRIK4,GRIK5,GRIN2A,GRIN2D,GRM4,GZMA,HRH1,HRH2,HTR2B,LEPR,LPAR1,LPAR2,LPAR3,LPAR6,LTB4R2,LTB4R,MC1R,NPFFR1,NR3C1,OPRL1,OXTR,P2RX1,P2RX4,P2RX5,P2RX7,P2RY10,P2RY11,P2RY13,P2RY1,P2RY2,P2RY6,P2RY8,PARD3,PRLR,PRSS1,PTAFR,PTGER1,PTGER2,PTGER3,PTGER4,PTGIR,PTH2R,S1PR1,S1PR2,S1PR3,S1PR4,TACR1,TACR2,TBXA2R,THRA,THRB,TRPV1,TSPO,VIPR1
